,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结,漫画地址
16,破坏王,刃森尊,日本漫画,"搞笑,格斗,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7926.jpg,破坏王漫画 ，瘦如麻杆的男主角泽村，为了博得女一号中村琪的欢心加入只有一个社员的蹴道部，靠着教练奇怪的训练法，对女主角的一往情深，男人间打出来的友情，自身的天赋异禀（重要是超常的复原力和蟑螂般顽强的生命力），绝不死心的良好心理素质，一路过关斩将，艰苦升级，最终成为美国异种格斗大赛的冠军。教练超乎常理的训练方法是本漫画的最大喜剧来源。收音机体操特训，偷窥特训，给失恋的猫喂食特训，动物COSPLAY特训，瑜珈特训，人妖服务特训，脸谱化妆特训，老人院打工特训....每一种都匪夷所思，说破之后又觉得颇有道理。 泽村的每个新对手几乎都以5秒KO前对手的姿态出现，而每次泽村都能艰难获胜，简直可说奇迹，全靠作者对格斗技的丰富知识和天才想象，泽村才没有成为圣斗士XX。 不论对手经过多少岁月的朝夕苦练，总得败在菜鸟手上。身为男主角的最大好处之一就是永远有快速升级致胜法。,已完结,http://www.ccdm13.com/manhua/12543/
17,苍天之拳,武论尊&原哲夫,日本漫画,"格斗,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7925.jpg,"苍天之拳漫画 ，北斗神拳是三国时代创造出来的暗杀拳法，每代只传一人。故事发生在1935年黑道势力横行的上海。主角霞拳志郎是北斗神拳的主角拳志郎(二人的名字相同，或叫作拳四郎、健次郎)的伯父，北斗神拳第62代传人，人称阎王。拳志郎原本是东京的一所大学的讲师，他刻意把自己的能力隐藏起来，平时活像一个普通人(其外表打扮跟北斗神拳的主角有很大分别)。但后来青帮的朋友李永健到东京找他，并说他的朋友潘光琳及其妹潘玉玲(拳志郎的恋人)有麻烦之后，便只身启程到上海拯救他们。在三国时代，由于战乱，北斗神拳亦多分了三个流派，分别是北斗孙家拳, 北斗曹家拳和北斗刘家拳。而当拳志郎到了上海，必须与三个流派的高手战斗，以维持他才是北斗神拳的正统。同时拳志郎亦必须帮助潘光琳的青帮对抗另一个作奸犯科的帮派红华会，以扩大在上海的势力。",已完结,http://www.ccdm13.com/manhua/12542/
18,神臂ARMS,皆川亮二,日本漫画,"冒险,格斗,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7924.jpg,神臂ARMS漫画 ，高槻凉是个刚升上二年级的高中生，在开学的第一天，出现的转学生新宫隼人挥舞着他奇异的左臂，突然向凉展开攻击！就在二人对峙之际，另一个神秘男子出现了，当这人想伤害和凉青梅竹马的胜美时，凉的右手发生了变化……绝对好看！又一漫画话题作，为NEWSGROUP不断谈论，画面充满力量和科幻感，引人入胜的故事题材及情节，必能把您带进漫画新境界。,已完结,http://www.ccdm13.com/manhua/12541/
19,玩偶游戏,小花美穗,日本漫画,"搞笑,爱情,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7920.jpg,"玩偶游戏漫画 ，　　倉田紗南是個活躍於演藝界的活潑小學生.她的母親實紗子,出了有關紗南出生祕密的書，那本書出版後,就引起相當大的騷動!當時,支撐紗南渡過難關的人,就是同班同學:羽山秋人 上了國中,紗南和松井風花變成好朋友.但是,就在紗南向學校請假去拍攝電影的期間,羽山和風花成為情侶並開始交往,紗南知道後遭受相當大的打擊!經過一起參加演出的演員的分析紗南終於發現她喜歡上正和風花交往的羽山秋人??? 之後又發生和同班的小森失蹤事件.羽山四處尋找欲將小森帶回,可是他的手臂竟被刺傷,雖然撿回一條命,但羽山的右手卻無法動彈.....羽山住院的時後,風花知道紗南才是羽山最重視的人,於是決定跟羽山分手.此時羽山和紗南終於成為戀人! 就在這時後,羽山卻因父親的轉職必須到洛杉磯去!這個打擊讓紗南曾經得過的""人偶病""再度復發。 羽山和紗南商量好後,決定一起去私奔,私奔途中羽山突然大發脾氣說出他內心的害怕與恐懼,紗南被羽山說的話所感動,所以恢復了表情。 後來羽山終於去了美國,經過好長的一段歲月,羽山回日本看紗南了!兩人彼此都很想念對方,後來紗南為了她的Call-in節目去找那個{小M}然後紗南就鼓勵小m要提起精神來carry on!",已完结,http://www.ccdm13.com/manhua/12538/
20,怪物,浦泽直树,日本漫画,"恐怖,悬疑,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7917.jpg,怪物漫画 ，以二十世纪九十年代初的德国为舞台背景，整体基调灰暗，突出描写了人心的灰暗面，整个故事呈现一种抑郁，紧张的恐怖气氛。故事的情节紧凑，伏笔一流，在人性的描写和心理的剖析上十分出彩。往往一两句对白，或是一段心理，人物的个性就清晰的展现在我们面前。,已完结,http://www.ccdm13.com/manhua/12535/
21,交通意外调查员,树崎圣,日本漫画,"侦探,职场,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7916.jpg,"交通意外调查员漫画 ，交通意外调查员--- 一副眼镜、一张字条,和不寻常的泊车声,成为揪出真凶的证据！",已完结,http://www.ccdm13.com/manhua/12534/
22,金刚番长,铃木央,日本漫画,"格斗,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7915.jpg,金刚番长漫画 ，来自地狱的番长军团降临在太平盛世的日本！最後的男子汉金刚番长勇敢的面对这群恶鬼！难道日本将会被宛如异形的学生所支配吗？铁拳飞舞、血汗交织！咬紧牙关翻开这本书，然後颤抖吧！恐惧？抑或是憧憬？我们只有这两种选择,已完结,http://www.ccdm13.com/manhua/12533/
23,好球旋风儿,原秀则,日本漫画,"竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7914.jpg,好球旋风儿漫画 ，我们是星高最抢眼的队伍！进攻甲子园是我们的希望！当然，得到女孩子赞赏的目光，才是我们最终的目的！,已完结,http://www.ccdm13.com/manhua/12532/
24,明日之丈,高森朝雄&千叶彻弥,日本漫画,"格斗,竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7908.jpg,明日之丈漫画 ，孤儿矢吹丈，某一天在小镇的多亚街上游荡。遇上了昔日的拳手，曾叱吒一时的重拳手丹下段平老头。一生醉心於培育拳手的段平，寄以丈实现梦想的厚望。可是，丈干出了欺诈及盗窃等罪行，被送进了高等少年院。在那儿遇上了一生中的劲敌力石彻。,已完结,http://www.ccdm13.com/manhua/12526/
25,SPRIGGAN保卫者,皆川亮二&高树宙,日本漫画,"冒险,科幻,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7944.jpg,SPRIGGAN保卫者漫画 ，「爱加明」企图利用 「地球」 的力量，独掌世界大权。为了阻止这个野心计划，御神曲他们不惜挑战爱加明！最终的胜利将会属于爱加明？还是保卫者？然后，人类的未来将会如何？ 献给有心人，请你将这个由古代发出的口信流传下去，在这个惑星上，有多种不同的文化。可能很快就会完全毁灭……不同种族间的歧视，导致不同文化同志的争斗、堕落、荒废……请求未来世界的[+展开]的你们，将我们的世界上，那些不同的文化的碎片，视为遗产流传下去，可是，如果你们没有资格、能力承受，便请将之完全封印。决不能步上与我们相同的道路…… ＜故事提要＞一九XX年，人类在海底深处，偶然发现了一块金属板，上面用古代希伯来语记载著给未来人类的传言。超古代文明响起警钟，他们留下的伟大遗产，如今，现代人应该如何处理？保卫者的故事，遂由此而展开,已完结,http://www.ccdm13.com/manhua/12522/
26,蜂蜜与四叶草,羽海野千花,日本漫画,"爱情,校园,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7943.jpg,"蜂蜜与四叶草漫画 ，就读美术大学的竹本,真山,森田3人住在一个便宜公寓里的只铺着六块草席.外加厨房3块,没有洗澡的房间,虽然过着贫穷的日子,但对3人来说丝毫没有影响对生活的热爱. 就这样平凡生活当中的某天,3人通过花本老师的介绍.认识了他的侄女,像少女一样娇小可爱的插斑生久美.就像是明明中注定似的,竹本和森田似乎都对花本一见钟情. 但是两人的求爱表现恰恰是相反的,相对与无意中的简单易懂,但又有些苯拙的竹本来说.森田的那些极度难懂的爱情表现却经常让周遭为难.3人的爱情表现交错中,森田就不用说了,竹本甚至是久美连互相的心情也没察觉到,时间就这样流逝而去. 另一方面,真山强烈思念着建筑设计师理花.真山一心一意想用自己的真诚来希望换得理花的爱.但理化却因为他的执着而感到心情沉重.真山虽也注意到一心关心着自己的同年纪的山田的心情,却不能给她回报~~ 想要填补心灵空缺的真山,不能接受真山爱的理化,只是喜欢真山却留不住他的山田. 从此生活就围绕着以两个各自感到痛苦的三角关系为中心,各自的心情,各自的烦恼,而展开一串串虽然有些悲伤却又有趣的单恋故事~~",已完结,http://www.ccdm13.com/manhua/12521/
27,20世纪少年,浦泽直树,日本漫画,"冒险,悬疑,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7938.jpg,"20世纪少年漫画 ，近来日本发生了连串离奇命案,死者全都是血液流干致死。这似乎和非洲一种新传染病有关,而在案发现场附近,都有一个古怪的符号！令人震惊的是：这个符号竟与一群好友们,在孩提时所创造的符号一模一模！到底符号背后隐藏了甚么？幕后黑手到底是谁？",已完结,http://www.ccdm13.com/manhua/12516/
28,HIDEOUT凶洞疯劫,柿崎正澄,日本漫画,"恐怖,悬疑,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7937.jpg,HIDEOUT凶洞疯劫漫画 ，这个洞穴里充满了怨气！ 「当时…我不该去追…那个女人的……」 「我不该…进去的……」 「我应该…离开的…」 「我真的不该…进去那里面的……」 故事的舞台，是在南海的一个乐园……但是，只有一个地方除外。而且那个地方，我实在不该去，也不该接近的。 我不该…进去的。那是个在黑暗中会将人的心也涂成一片漆黑的未知之地，结果，你将会看到…什麽呢!?,已完结,http://www.ccdm13.com/manhua/12515/
29,禁断毒天使,冰栗优,日本漫画,"冒险,耽美,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7936.jpg,禁断毒天使漫画 ，公元1475年的罗马，罗德里戈主教违反戒律与情妇生下了傑塞瑞，为了满足个人私欲，成为教皇 罗德里戈将儿子傑塞瑞卖给了恶魔，更因为身染魔性而被父亲疏远，甚至将他送进神学院。在他得知真相后，深受打击的孤独少年，德杰塞瑞将要如何面对自己的命运？,已完结,http://www.ccdm13.com/manhua/12514/
30,每度！抓狂一族,浜冈贤次,日本漫画,"搞笑,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7935.jpg,每度！抓狂一族漫画 ，　人气搞笑漫画作品《元祖！抓狂一族》（长鸿代理发行），正式宣布将自 11 月 4 日起于连载杂志「周刊少年 Champion」中改名为（推出续作）《每度！抓狂一族（毎度！浦安铁筋家族）》。 　　《抓狂一族》系列漫画作品是由滨冈贤次自 1993 年起推出的作品，作品以日本千叶县浦安市作为舞台，主角为小学生大泽小铁，以他与家族、朋友之间所发生的超搞笑趣事作为中心，夸张而爆笑的描绘手法受到许多人的喜爱。 　　该作在 2002 年推出《元祖！抓狂一族》后，主角小铁便从二年级升上了三年级，而本次为作品第二度改名（推出续作），同时也将自即日起至 2011 年 1 月 31 日为止，公开特别架设的官方网站。,已完结,http://www.ccdm13.com/manhua/12513/
31,花样男子,神尾叶子,日本漫画,"爱情,校园,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7932.jpg,花样男子漫画 ，故事的起源在一所超级白金学院，它是四大家族为培养优秀后代而创立的，因此身为四大家族之后的F4在学校里的地位便可想而知，从幼儿园、国小、高中一直到大学，学校里没有人敢反抗F4这四个霸气的大男生，直到她的出现，捣乱了这看似控制得宜的局面，她，牧野杉菜，一介平凡女子，带着父母要她飞上枝头变凤凰的梦想来到这里，在好友李真不小心恼怒了F4为首的道明寺，并引发杉菜为友情出头，从此展开了她与F4之间的爱恨情仇。,已完结,http://www.ccdm13.com/manhua/12510/
32,足球小将世青篇,高桥阳一,日本漫画,"竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7883.jpg,"足球小将世青篇漫画 ，本书是以足球小将的延续篇，以大空翼为首的一群足球员，已经成长得雄纠纠、气昂昂,并决心冲出亚洲，挑战世界。而这时在意大利，来了一位以志伟作为他的奋斗目标的少年葵新伍，开始踏上他效力名球会国际米兰、被誉为来自日本的“太阳王子”的职业足球生涯…",已完结,http://www.ccdm13.com/manhua/12498/
33,足球小将RoadTo2002,高桥阳一,日本漫画,"竞技,热血,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7882.jpg,足球小将RoadTo2002漫画 ，新组成的日本少年队一行大军抵达西德，进行国际少年大赛前的一连串热身赛。第一仗的对手就是史奈达和林源三的汉堡队。久违了的林源三到底表现如何~~~？,已完结,http://www.ccdm13.com/manhua/12496/
34,爆速乒乓,本田真吾,日本漫画,"竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7880.jpg,爆速乒乓漫画 ，超刺激的乒乓球漫画登场！！！ 生活於茨城县牛久市， 非常喜爱MAX咖啡； 和飞女型女孩的超级飞仔天道春来， 与美少女沙羽， 因为乒乓球而碰上的传说； 要开始了！！！,已完结,http://www.ccdm13.com/manhua/12494/
