,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
23,松开的两人,帷子帷,日本漫画,百合,JPG,http://images.dmzj.com/webpic/3/songkaideliangrenfengmianl.jpg,从小开始就很笨拙的千佳和总是帮助千佳的步。 进入高中后，“想要对喜欢的人告白”的千佳，步准备像以前一样帮忙可是......?,已完结
24,SPECIAL EDITION,秋★枝,日本漫画,东方,JPG,http://images.dmzj.com/webpic/4/SPECIALEDITIONfengmianl.jpg,秋枝老师的双七本,已完结
25,TILT-HOUSE,服部充,日本漫画,萌系,JPG,http://images.dmzj.com/webpic/16/TILT-HOUSE.jpg,这个合居民在，住着的三维，都有着那么一个两个奇怪特惠的女孩子们+一个正常的人。这男生绝对无法窥视的，女子花园，请尽情观看,已完结
26,B子同学与书虫,木野咲カズラ,日本漫画,百合,JPG,http://images.dmzj.com/webpic/13/bztongxuehscfengmianl.jpg,平凡而又喜欢看书的苍有个叫莉子的小家碧池级青梅竹马。 在心之狭缝里沉醉于书本中的苍和不问男女徘徊在断雨残云中的莉子。 某日，莉子的流言在学校中传了开来...,已完结
27,Re：teen ,大堀ユタカ/伊达将范,日本漫画,"科幻,悬疑",JPG,http://images.dmzj.com/webpic/14/160721re.jpg,2024年在澄滨市突然出现了巨大的蛋，被称为澄滨茧，除了在茧之前在澄滨存在的物质以外，任何事物都无法穿透过去，为了探明茧的真相，在13年前失去了最好的朋友并与三个青梅竹马分道扬镳的往路，与次世代机械「2X」踏入了茧的世界，等待他的是——,已完结
28,Don't trust over 30,小池定路,日本漫画,纯爱,JPG,http://images.dmzj.com/webpic/2/donttrustoverfengmianl.jpg,普通的上班族和30岁的大叔展开的纯情恋爱物语~ ,已完结
29,食百合：原创百合集,河合朗/雪子/阳(はるかわ阳),日本漫画,百合,JPG,http://images.dmzj.com/webpic/19/sbhycbhjfengmianl.jpg,阳、河合朗、雪子三人組的原創同人百合本,已完结
0,炼狱游戏,福原莲士/北野弘务,日本漫画,"冒险,悬疑",JPG,http://images.dmzj.com/webpic/16/lianyuyouxi.jpg,到底能不能逃脱惩罚——！？在池袋一群年轻人陷入昏迷，数日后，恢复意识的这些年轻人们突然爆裂死亡！无一例外，每个死者的手臂上都浮现着「死刑执行」四个字！ 在此事件中失去恋人的大藏和龙二一起，为了解决这个谜团而朝着池袋进发。伴随着突然出现的孩子口口声声说的「你们全部被判处了死刑」，两人在异世界的生存游戏就此开始…,已完结
1,只告诉你的秘密,小纯月子,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/zgsndmm4l.jpg,喜欢的话，你只要直说就好了。如果不想分开，只要抓着对方就好了。,已完结
2,悄声细语-silent voice-,藤谷阳子,日本漫画,治愈,JPG,http://images.dmzj.com/webpic/19/qsxy79l.jpg,能听懂 [动物] 和[物体]的语言的小学生?大地与、因为过去拥有同样的能力、而有了心理阴影的男子高中生?光路。描绘了这样截然不同却又相似的2人相遇与成长、天真无邪的故事。,已完结
3,死神与银之骑士,イロノ,日本漫画,魔幻,JPG,http://images.dmzj.com/webpic/3/sishengyuyingzhiqishifengmianl.jpg,本漫画由《潘多拉之心》作者望月淳老师推荐！ 这是人们的生命受到渴望人类灵魂的死神及作为其使魔的怪物威胁的世界。主人公西昂，被怪物夺去了最重要的人。从此背负着悲伤，作为银骑士与蠢动的黑暗为敌。然而他却无从得知，这将是绝望的开端。。。令人悲伤的，黑暗幻想物语开幕！,已完结
4,食衣女孩,水あさと,日本漫画,百合,JPG,http://images.dmzj.com/webpic/17/shiyinvhai.jpg,一裤三吃，萌萌的百合漫画。,已完结
5,佐世保镇守府,三月,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/4/zuojiubaozhenshoufu.jpg,佐世保镇守府，天津风的忧虑。,已完结
6,baby！baby！baby ！？,たもつ葉子,日本漫画,"神鬼,生活",JPG,http://images.dmzj.com/webpic/15/babybabybabyfengmianl.jpg,世代交替之时，下一代土地神（孩童）降临……看三兄弟奶爸如何照顾可爱但破坏力非凡的土地神！,已完结
7,再见提督,新美栖,日本漫画,"爱情,舰娘",JPG,http://images.dmzj.com/webpic/15/zjtd787l.jpg,提督再见啦~,已完结
8,回忆的瞳眸,小林芜,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/12/hydtm6498l.jpg,舰娘同人，心灵的回忆 。,已完结
9,逆袭的一航战,ぽんぽんお,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/1/nxdyhz879l.jpg,舰娘同人，逆袭的一航战！,已完结
10,请享用能代咖喱,ぐみちょうこ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/19/qxyndkf7875l.jpg,请享用“能代咖喱”~ 别读错了哟,已完结
11,无山亦无雨,転进甘栗,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/2/wsywy89l.jpg,名中有真意。,已完结
12,西村家的日常,転进甘栗,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/8/xcjdrc865l.jpg,西村舰队的日常← 雾,已完结
13,时雨后宫,蓝川琉琉（蓝川琉々）,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/11/syhg68l.jpg,以时雨为中心，感情为半径画个圆~ ,已完结
14,亲吻在雨季,濑能旬,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/qingwenzaiyujifengmianl.jpg,某个下雨天、和青梅竹马定下了约定。有着无法实现的理由…！？,已完结
15,堇菜REBORN,岩井秋,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/6/jincairebornfengmianl.jpg,"我这种人最适合待在角落里了——明明这样才对的说…
重生成…连我都不知道的自己！？",已完结
16,魔法师与星降庭院,湖住ふじこ,日本漫画,"欢乐向,魔法,性转换",JPG,http://images.dmzj.com/webpic/15/001huzhuxinlianzaixj002.jpg,"被认可了拥有做魔法师潜力的璃央，
进而进入了魔法学校开始学习，
心里面的激动还没来得及散去，
就要做捕获使魔的任务~~~？？？",已完结
17,阶级深海中沉浮的深海鱼有着梦,池沼太郎/まくた,日本漫画,科幻,JPG,http://images.dmzj.com/webpic/3/1jiejishenhai82.jpg,非人类的少年与少女、寻求允许自己存在之居所的一段青春科幻物语。人造人类……有着人类的外形，却不是人类的生物。在火星强制劳动的人造人类少年·基普，将和青梅竹马的少女谢尔拉一同、从那微热的地狱中脱身而出。自己去寻找自己的容身之处吧——。,已完结
18,再教育女友,矢板みなみ（田井仲南）,日本漫画,"颜艺,校园,惊悚",JPG,http://images.dmzj.com/webpic/2/IMG_2106.jpg,再教育女友,已完结
19,秘书舰闲暇的一日,Pennel,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/12/mishujianxianxiayiri.jpg,闲暇的一天但是心不闲，舰队同人。,已完结
20,想让敷波成为秘书舰的本子,ぐみちょこ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/14/xiangrangfubochengweimishujiandebenzi.jpg,别人家的镇守府生活，舰队同人,已完结
21,白露级万花筒,一ノ瀬かおる,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/6/bailujiwanhuatong.jpg,名字剧透系列，舰队同人,已完结
22,空之虎 海之鹤 陆之鲤,meet,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/12/kongzhihuhaizhiheluzhili.jpg,奇怪的名字啊，舰队同人,已完结
23,致还未成为鲸鱼的你,ゆずき,日本漫画,百合,JPG,http://images.dmzj.com/webpic/7/zhihaiweichengweijingyudeni'.jpg,舰队的同人漫画。,已完结
24,Deadman Killer,松本直记,日本漫画,"格斗,魔幻",JPG,http://images.dmzj.com/webpic/14/0803sirenshashoufml.jpg,金未来杯No.2，热血向驱鬼物语。不可原谅的东西，就绝不原谅！用拳头来驱魔吧！,已完结
25,Galaxy Gangs,马上鹰将,日本漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/2/0805galaxygangsfml.jpg,金未来杯No.3。得了无法治愈的心脏病的少年前往银河，成为了银河第9区最大势力瓦卡宇宙暴力团的干部。地球少年空的宇宙冒险故事！,已完结
26,恋爱、在水中摇晃,小森みっこ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/5/lianaizaishuizhongyaohuangfengmianl.jpg,像鱼儿一样、仿佛没有水就活不下去的你，而我、没有你就活不下去,已完结
27,浮士德夫人,ヤマザキコレ,日本漫画,"冒险,西方魔幻",JPG,http://images.dmzj.com/webpic/12/fushidefurengfengmianl.jpg,得到不死诅咒的少女约翰娜浮士德，为了找出恶魔摩菲斯特费勒斯分散在各地的身体开始旅行。途中必须躲避异端审问官的追捕，被捲入这件事的少年马里恩成为约翰娜的同伴。,已完结
28,S佐渡小姐与M江村君,英贵,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/17/szuoduxiaojieyumjiangcunjun.jpg,抖S大小姐与抖M完美男命运的邂逅。“能收养我吗？我的女王大人。”,已完结
29,MEMENTO -archivez-,南高春告/AXsiZ,日本漫画,"冒险,校园",JPG,http://images.dmzj.com/webpic/3/mementofengmianl.jpg,幸福的学院生活，直到那个杀人鬼出现，颠覆了这一切……,已完结
0,矶浜镇守府探访,ねこうめ,日本漫画,"欢乐向,四格,舰娘",JPG,http://images.dmzj.com/webpic/10/jibazsftffengmianl.jpg,封面很棒w 药厂汉化w,已完结
1,坊之岬的六人,小林芜,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/15/fangzhijiadlrfengmianl.jpg,镇守府的故事 药厂汉化,已完结
2,只是动画哦，大井桑！,源久也,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/1/zsdhodjsfengmianl.jpg,只看标题就知道哦~ 药厂汉化,已完结
3,援助交际,ゐおり(Roentgen),日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/8/yuanzhujiaojifengmianl.jpg,名字暴露角色系列 药厂汉化w,已完结
4,予鹤抹茶,龙実,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/8/yuhemochafengmianl.jpg,药厂汉化w舞鹤本,已完结
5,纯爱焦糖,芹野いつき,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/14/cunaijiaotangfengmianl.jpg,药厂汉化w 铃熊本,已完结
6,去往何方，我的故乡,唯野影吉,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/17/qwhfwdgxfengmianl.jpg,文艺铃熊 药厂汉化 w,已完结
7,大北的神田川生活,コダマナオコ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/1/dbdstcshfengmianl.jpg,最近这名字都剧透啊 药厂汉化w,已完结
8,别把我和一航战相提并论,38式,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/18/bbwhyhzxtblfengmianl.jpg,38式实力贵乱 药厂汉化w,已完结
9,东大棒球物语,羽贺ソウケソ,日本漫画,热血,JPG,http://images.dmzj.com/webpic/5/dongdabqwyfengmianl.jpg,甲子园以上、职业棒球未满。青春在大学也是存在着的！！,已完结
10,Smile,春日井明,日本漫画,"惊悚,悬疑",JPG,http://images.dmzj.com/webpic/7/0807smilefml.jpg,嘿嘿、嘿嘿、嘿嘿嘿！,已完结
11,物魂,塩島れい,日本漫画,"爱情,奇幻",JPG,http://images.dmzj.com/webpic/1/wuhun68l.jpg,被人们注入强烈意念的物品会寄宿着魂魄。当实体受伤时，魂魄也会受伤。而拥有能看见物魂与修复魂魄能力的人，则是修缮人。修缮人天助与垃圾堆中紧抱着武士刀的少女，会如何守护自己重要的东西呢？,已完结
12,学生组-恶魔坐在旁边-,Re:,日本漫画,校园,JPG,http://images.dmzj.com/webpic/13/xszemzzpb6888l.jpg,圣母一样温柔的白鸟桑。 微笑着为她付出的，邻座的神代君。 然而他真实的身份是…… 企图独占白鸟桑的 冷酷的恶魔……！？,已完结
13,友美小姐的假日,筒井哲也,日本漫画,其他,JPG,http://images.dmzj.com/webpic/5/youmeixiaojiedejiarifengmianl.jpg,平常的友美小姐在人注视下的一天开始了,已完结
14,T-spin,玄铁绚,日本漫画,百合,JPG,http://images.dmzj.com/webpic/16/tspinfengmianl.jpg,百合的Kiss果然很赞呢…… 学姐你要是不出现的话会不会直接变成18X的？,已完结
15, 夕张向五月雨表白的故事,ソラ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/12/xizhangxwyybbdgsfengmianl.jpg,标题剧透 药厂汉化w,已完结
16,非常得幸福,ゆずき,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/5/feichangfexinfufengmianl.jpg,药厂汉化w 标题暴露系列 ,已完结
17,水底的姬金鱼草,sui,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/3/shuididejijycfengmianl.jpg,作者暴露内容系列 药厂汉化w,已完结
18,海滩的记忆,ROCCA,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/6/haitandejiyifengmainl.jpg,封面暴露系列 药厂汉化w,已完结
19,睡公主的化妆舞会,ゆリせれい,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/0/shuigzdhzwhfengmianl.jpg,无论是多么美丽的假面，都无法隐藏这心跳…从演技开始的真实罗曼史……,已完结
20,SUZUKUMA!,コダマナオコ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/3/suzukumafengmianl.jpg,标题暴露铃熊内容系列啊！ 药厂汉化w,已完结
21,兔与龟与天津风,ぐみちょうこ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/14/tuyuguiyutjffengmianl.jpg,驱逐舰本好萌好萌 OwO 药厂汉化w,已完结
22,二人的时间,晴太,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/10/errendeshijianfengmianl.jpg,实力奶五航w 药厂汉化,已完结
23,一直都是四人,ししがみ,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/13/yizhidoushisirengfeminal.jpg,着名表情画师系列 一二航 药厂汉化w ,已完结
24,可爱的人,雏原えみ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/6/keiaderenfengmianl.jpg,封面暴露系列 药厂汉化w,已完结
25,姐妹家的种种事,高野うい,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/14/jiemeijiadezzsfengmianl.jpg,标题封面暴露系列w 药厂汉化,已完结
26,五熊战队,もぅびい,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/8/wxzdui89jndp0.jpg,五熊战队出海！,已完结
27,关于重视利根的筑摩,推定部员,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/13/ligenzhumoben1.jpg,我超重视提督的【误,已完结
28,罗马浴场,candy club,日本漫画,"萌系,舰娘",JPG,http://images.dmzj.com/webpic/18/luomayuhang.jpg,舰娘同人本，一起洗澡吧。,已完结
29,天龙与小黄书,梅の实画报,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/1/tianlonghexiaohuangshu.jpg,可怜的提督，被祸水东引了,已完结
0,咬花,加贺やっこ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/yaohua.jpg,对我不是恋爱吗? 吸血鬼是不会跟人类恋爱的!! 吸血鬼X人类的禁断之恋，溺爱开始,已完结
1,被袭击的灵梦宅,东方同人,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/14/0001lingmengzhaixiji811.jpg,紫妈与她的愉快的小伙伴在灵梦加玩游戏的故事,已完结
2,黄昏Guimauve,久贺流,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/18/huanghunGuimauvefengmianl.jpg,很久很久以前，在一个王国中生活着一位自由的公爵。但是，有的时候，他觉得生命往往不能随心所欲。因此他召见了一位东方森林魔女，说想要长生不老。魔女冬多露玛献上了名叫“黄昏的棉花糖”的东西。公爵用自己的死亡为交换，得到了永远的生命……然后，100年过去了——…,已完结
3,Gris-Gris,瑛吉,日本漫画,魔幻,JPG,http://images.dmzj.com/webpic/8/GrisGrisfengmianl.jpg,虚伪的和平，虚伪的共存。理想与现实，谎言与正义。,已完结
4,爱情线上的伤口,ゆき林檎,日本漫画,纯爱,JPG,http://images.dmzj.com/webpic/18/aqxsdshangkoufengminl.jpg,这份感情，我才不会告诉你。,已完结
5,斯凯王城的王子姬,晴海ひつじ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/3/sikaiwangchengdewangziji.jpg,高贵纯洁受人爱戴、有着不为人知的秘密的王子殿下。 游走于「可爱」与「强大」之间的诸侯国大臣之女。 两个相遇的刹那，不一样的悸动。「命运」、「真相」让两人紧紧相牵，像锁轮的转动，密不可分。,已完结
6,天狗的一闪,及川友高,日本漫画,竞技,JPG,http://images.dmzj.com/webpic/12/0814tiangoudeyishanfml.jpg,"金未来杯No.4。前三名分别是少女复旧、DEADMAN KILLER（死人杀手）、Galaxy Gangs（银河黑帮）。
不松懈的剑中才能，寄宿力量！！",已完结
7,天贺井同学比想象的普通,水野英多/城平京,日本漫画,校园,JPG,http://images.dmzj.com/webpic/3/170427tianhe.jpg,通过自己的行动说不定会碰到意想不到的幸运。强出头做多余的事往往会招灾惹祸。这是再平常不过的事情了。曾执笔创作《推理之绊》、《绝园的暴风雨》的人气作家成平京将与画者水野英多再次合作的新连载,已完结
8,心愿神灯,佚名,日本漫画,"爱情,奇幻",JPG,http://images.dmzj.com/webpic/14/xinyuanshendeng.JPG,擦拭神灯，便会有神灵助你愿望成真——但当碰上遇事都更喜欢自己动手的塞拉，又会有怎样不同的故事……？异域风格小短篇来啦,已完结
9,INHERIT SKY,皇ハマオ,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/19/INHERITSKYfengmianl.jpg,正经的画风，丧病的内容。 这提督闭关大建去了吧！不过想一想，不大建你的舰队会变得更强吗？ 对于提督朝思暮想了一个月的加贺来说，提督带了只萝莉凤回来无疑是个北上的故事。,已完结
10,不协调少女的对白,めの,日本漫画,百合,JPG,http://images.dmzj.com/webpic/18/buxietiaoshaonvdezibai.jpg,高中新入学的双胞胎姐妹。 传闻是认真的优等生和超可怕不良的组合，实际上却哪里有点奇怪？ 黑发眼镜的优等生眼神凶恶态度恶劣 金发套衫的不良特别地惴惴不安扭扭捏捏 不协调双胞胎的高中生活到底会变得如何？？？,已完结
11,A makomako heat heart！,相濑いづみ,日本漫画,其他,JPG,http://images.dmzj.com/webpic/0/Amakomakoheatheartfenmgmainl.jpg,真在生病時不停撒嬌本,已完结
12,奈汪菲喵,七色,日本漫画,百合,JPG,http://images.dmzj.com/webpic/1/naomiaofeiwangfenmianl.jpg,魔法少女奈叶奈菲同人，致当年还是猫系的菲特酱,已完结
13,Melissa,雫绮一生,日本漫画,"奇幻,格斗,欢乐向",JPG,http://images.dmzj.com/webpic/6/0815meilisafml.jpg,"SE漫画大赏受赏作·特别读切。

讲述一生都只能生活在监狱里，随时都能越狱，并且随时都在越狱，但却并不会离开监狱的“行走的武器库”的故事。",已完结
14,一色莲莲,沟口ケージ(NtyPe),日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/4/yanselianlianfengmianl.jpg, 一色为了防范被暴徒袭♂击所以骚扰大老师让大老师帮她特训然后各种调戏最后反而搞得自己很害羞的连胖次都没露的健全故事。,已完结
15,闪耀单相思,芦名ユウ,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/11/sydxs888l.jpg,笨拙而一心一意的青春时光……带着爱恋，笔直投篮吧！！,已完结
16,麦琪的礼物,五十音月夜,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/8/maiqideliwufengmianl.jpg,铃熊情人节本,已完结
17,这是大人的夏天的说！,えれっと,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/3/zsdrdxtds68l.jpg,这提督的脸太残念了吧。 依旧是欢乐搞笑的剧情，六驱还是那么萌。 不得不说 六驱的泳装太棒了。 而且这次竟然出现了! 舰娘图鉴里那条会弹上天的虫惊讶。 不知为何想到了很多邪恶的展开。,已完结
18,3秒、陷入爱情,田村ことゆ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/14/sanmiaoxianruaiqing.jpg,毕业之后还能在学校见到错过的人，打破了两人间的问题，能顺利在一起么！,已完结
19,大井与北上,イシル,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/9/dajinghebeishang.jpg,一个很令人感动的大北的故事…… 但是大井亲您说话的表情让我略出戏啊！,已完结
20,花街之柳,朝海いるか,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/IMGzhiruka818hjzl0001.jpg,时值明治，身处于花街的绫女尚为新人，却意外获得赎身的机会。她的选择是……？最讨厌男人的绫女和身为大少爷的矢坂，两人将会带来怎样与众不同的故事……？！,已完结
21,Lovelife! ,お嬢の浴室,日本漫画,"欢乐向,萌系",JPG,http://images.dmzj.com/webpic/19/20141115212005_hxihZ.jpeg,LOVELIVE传说，自此开始了！炎热的夏日，让美少女们为你带来一丝清凉。画风唯美，画工精湛，情节真挚感人，请务必点进去，会被浓浓的萌意糊上一脸哦?。,已完结
22,能♂干的弟弟,きつね长官,日本漫画,秀吉,JPG,http://images.dmzj.com/webpic/3/nenggandedidi.jpg,伪娘真·短篇,已完结
23,My little santa claus,猫丸恋太郎,日本漫画,秀吉,JPG,http://images.dmzj.com/webpic/13/Mylittlesantaclasfengmianl.jpg,和哥哥一起一起，酱酱酿酿……,已完结
24,魔法少女小圆 福屋会场限定本,福屋/たまつー,日本漫画,百合,JPG,http://images.dmzj.com/webpic/7/mfsnxyfwhcxdbfengmianl.jpg,C88 福屋的会场限定本,已完结
25,仿佛清新气息,永井三郎,日本漫画,纯爱,JPG,http://images.dmzj.com/webpic/9/fangfuqxdqxfengmianl.jpg,住在极度乡下的三岛，总是被班上的同学欺负。原因是因为他「感觉很像bl」。而真的也喜欢男人的三岛都没有反抗，只有在偷偷扮成女生的时候才能感受满足。某天，三岛如往常一般到顶楼享受一个人的时光，却发现欺负他的头头—桐野拿着自己之前掉了的口红。并且目击到桐野用那只口往自己唇上抹去……,已完结
26,项羽与刘邦,横山光辉,日本漫画,"历史,其他",JPG,http://images.dmzj.com/webpic/12/xiangyuyuliubang.jpg,楚汉争霸，群雄四起！枭雄猛将，运筹帷幄！乌江河畔，英雄气短！项羽与刘邦的史事都将历历在目地呈现在你的眼前。超强阵容，你决不能错过！ ,已完结
27,络新妇之理,志水明(志水ァキ)/京极夏彦,日本漫画,"校园,悬疑",JPG,http://images.dmzj.com/webpic/10/0820luoxinfuzhilifml.jpg,"漫画版「百鬼夜行seris」，京极夏彦×志水明超巨弹新连载开启！
美丽少女们的学堂，巧妙隐藏着的“秘密”无人知晓——",已完结
28,妮姬！SUN,大岛智,日本漫画,百合,JPG,http://images.dmzj.com/webpic/13/nijisunfengmianl.jpg,lovelive妮姬本，大岛智C88新刊本片（场限后续可点作者观看），这是一本妮可真姬孤女寡女流落荒岛衣冠不整的……健全本？！,已完结
29,司令官是有喜欢的人吗？,本庄マサト,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/0/xlgyxhdrmfengmianl.jpg,提督我记得你已经结婚了吧，别再沾花惹草了，小心被柴刀。 本庄老师续雷电本后的第三本，响爷过后下一本应该就是晓了吧。 ,已完结
0,与随心所欲君的甜酣美梦,铃野结夕,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/6/yusuixinsuoyujundetianhanmeimeng56l.jpg,黑泽君时不时就会找小都玩，但当小都决定主动去找黑泽时……？与别扭猫系男子相处的小故事不来看看么,已完结
1,超能力团队,水上悟志,日本漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/13/chaonenglituandui.jpg,"正准备考试的平凡高中生·柊光一被一位名为樱木梅子的少女告白了。可是他竟然是从拉莱耶惑星来的外星人，目的是要招募光一位宇宙战争的特别防卫员工（PSUCHO STAFF）！！
光一因为莫名其妙而无视她的说词。可是梅子看穿了其实光一是在50亿人中才会出现一个的等级乙超能力者（Psychicer）。
“我希望你能在宇宙中发挥那份力量”光一会对强势逼近的梅子如何……！？
水上悟志描绘的日常科幻故事！！
",已完结
2,Perfect女仆帐（暂）,レフトハンド,日本漫画,东方,JPG,http://images.dmzj.com/webpic/18/oerfectnpzzfengmianl.jpg,咲夜怎么变成萌萌哒萝莉了23333 大小姐在正篇透支了四舍五入超过一个亿的威严，然后番外瞬间还原。,已完结
3,东方幻想历华2010月历,多人,日本漫画,东方,JPG,http://images.dmzj.com/webpic/19/dfhxlh2010ylfengmianl.jpg,东方插画的2010年的日历,已完结
4,12风水石,速水翼,日本漫画,"神鬼,奇幻",JPG,http://images.dmzj.com/webpic/2/12fengshuishi89l.jpg,秦始皇时代——就一直存在着维持世界的治安与繁荣的１２风水石……然而现在，寻找散落在世界各处的风水石的冒险之旅即将展开！话题的超级动作巨着之冒险就要开始！！,已完结
5,酷情人,速水翼,日本漫画,"爱情,神鬼",JPG,http://images.dmzj.com/webpic/12/kuqingren8l.jpg,丧失记忆的十夜寄住在摩利天和朱实的家中。在摸索找寻过去的过程利，十夜陆续遇到了对阳间仍有留恋的鬼魂们。,已完结
6,灵媒师多比野福助,速水翼,日本漫画,神鬼,JPG,http://images.dmzj.com/webpic/2/lmsdbyfzfengmianl.jpg,"对外身分是摇滚歌手，其真实身分是个灵媒师，专门驱逐邪灵的灵媒师。
初罗的力量引起黑暗之狼的贪念，逃过一劫的福助和初罗，该如何再次化解危机呢？
福助小时的朋友！因为又爱生恨，投靠了黑暗之狼，伺机夺取神子，福助这回可头大了…
福助表面身分是个摇滚歌手，可是私底下却是个不折不扣的灵媒师。他有着超强的灵能，和狐群并肩一起躯魔。唯一的缺点就是跟他住在一起的未婚妻初罗，平常两个人过的是幸福无比的生活，但因为福助灵媒师工作的关系，发生了许多事情！？
可罗的旋律正诉说着新的命运，属于初罗的舞台，正要开幕！！
增添黑暗色彩的骷髅之乐，将接触的人都诱惑向死亡——这个邂逅，引导着多比野福助步上残酷的命运之路…
将冻结、破碎的心灵，温柔地包裹住…初罗的祈祷及治愈能力，解救了美优受伤的灵魂——
当初罗的神子之力苏醒时，温柔的“奇迹”将治愈这个世界…",已完结
7,你是我唯一的天使,あずまゆき,日本漫画,"百合,治愈",JPG,http://images.dmzj.com/webpic/9/nswwydts6853l.jpg,关于不可能捏欧派这件事，果然应该是智乃你贫乳的关系啊！（大雾！）,已完结
8,温柔的谎言,cassis,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/14/wenroudehuangyanfengmianl.jpg,"临时义军汉化 hl（hopex雷霆)同人
main character : Hope Estheim & Lightning",已完结
9,我们的爸爸是外星人,帷子帷,日本漫画,"科幻,百合",JPG,http://images.dmzj.com/webpic/10/womendebabashiwaixingen.jpg,身为宇航员的父亲因为航天飞机事故逝世之后 悲剧的双胞胎姐妹，小宵X明乃 沉浸在现实世界里的明乃 憧憬在神秘外星中的小宵 一日 接到神秘电话和不明短信的明乃 在校园里宣言外星神秘论的小宵 突然病倒的妈妈 外星来的约定 ......外星人啊外星人，还请回答我,已完结
10,你不在的日子,ソラ,日本漫画,"百合,舰娘",JPG,http://images.dmzj.com/webpic/11/nibuzaiderijifengmianl.jpg,实验狂夕张感冒了，第一个想法是不能传染给五月雨酱(*/ω\*) 药厂汉化,已完结
11,BANDY,今井美纪,日本漫画,"欢乐向,奇幻",JPG,http://images.dmzj.com/webpic/13/0824bandyfml.jpg,因为心脏问题面临死亡的少年看见了传说中的幽灵，并且连心脏也被夺走的故事！如果太幸福就会死！少年，孤独一生还是告白即死？,已完结
12,从春天到夏天的日常,ししがみ,日本漫画,"欢乐向,舰娘",JPG,http://images.dmzj.com/webpic/16/congchuntiuandaoxiatiankaishi.jpg,如此魔性的吃喝，看一次绝对不会忘记，还是依旧日常剧情。,已完结
